110 21 6079
1 ZCtCmtVxAp 700
2 UfJntjfTTd 150
3 XKHVGLTMyj 700
4 InboPPhmdR 600
5 fjgjpgXWTH 350
6 eOmTgtioyj 400
7 jDatwtQtrO 300
8 PlEkEEaHGd 300
9 DHQrwrjfni 350
10 iNargZnahL 500
11 FvosJTZrwT 250
12 PHGNXfiFTc 800
13 tHGsCgUaqw 500
14 ulSknuxmat 700
15 gNGhbwUjnA 550
16 BZDvgxGCuv 450
17 NYnqtHPZgZ 300
18 AWAAFucEWs 50
19 pmYqykPDHH 50
20 weqvHWbOxl 400
21 LGxRFtnqwP 450
93 4 sSLrQcNoAS 6
6 21 LGxRFtnqwP 496
49 20 weqvHWbOxl 69
4 6 eOmTgtioyj 322
81 8 PlEkEEaHGd 43
84 16 BZDvgxGCuv 280
61 21 LGxRFtnqwP 196
94 8 PlEkEEaHGd 488
59 12 PHGNXfiFTc 351
57 10 iNargZnahL 339
59 12 PHGNXfiFTc 189
1 20 weqvHWbOxl 362
110 3 XKHVGLTMyj 277
57 8 PlEkEEaHGd 205
73 9 KkfgSpNJrn 239
93 4 InboPPhmdR 301
28 11 FvosJTZrwT 334
107 8 PlEkEEaHGd 131
48 10 iNargZnahL 126
108 15 gNGhbwUjnA 302
92 18 AWAAFucEWs 228
77 18 AbtaBWQpMc 393
63 7 jDatwtQtrO 5
15 16 BZDvgxGCuv 198
65 8 yxtFPgqqqn 277
47 8 PlEkEEaHGd 100
67 12 VxNrcSQBZE 190
13 8 wWcnaQpXmN 431
86 20 weqvHWbOxl 396
10 17 ewMHRgIiVR 124
34 6 eOmTgtioyj 295
84 14 WXIfQECpJe 61
93 9 DHQrwrjfni 98
11 4 InboPPhmdR 285
97 8 PlEkEEaHGd 492
13 4 InboPPhmdR 453
103 15 dWEMRJTfIR 136
71 10 iNargZnahL 382
42 18 AWAAFucEWs 489
89 15 gNGhbwUjnA 386
45 16 BZDvgxGCuv 48
56 2 UfJntjfTTd 312
34 4 MftHueEFRi 53
8 7 SzTPPlOrcV 77
108 2 UfJntjfTTd 421
83 17 NYnqtHPZgZ 139
6 14 ulSknuxmat 249
67 9 DHQrwrjfni 346
52 15 gNGhbwUjnA 475
86 8 PlEkEEaHGd 140
78 17 NYnqtHPZgZ 318
2 4 FBrGaKpmwx 444
71 17 NYnqtHPZgZ 144
98 18 AWAAFucEWs 367
22 2 ATsnLxsVxX 423
28 12 gHhLkUQZJu 354
62 13 tHGsCgUaqw 127
108 3 XKHVGLTMyj 490
47 13 tHGsCgUaqw 294
98 2 UfJntjfTTd 42
95 19 pmYqykPDHH 265
2 6 eAwnnGfUmZ 495
99 5 fjgjpgXWTH 251
2 9 qdAIjRagsv 143
108 9 IHukHqqBJy 292
102 1 ZCtCmtVxAp 345
48 14 ulSknuxmat 361
57 11 FvosJTZrwT 361
95 16 LorVvGsuTv 333
52 10 iNargZnahL 162
110 16 BZDvgxGCuv 235
31 8 PlEkEEaHGd 427
106 14 ulSknuxmat 160
2 11 aDkfxAPfnW 492
24 5 fjgjpgXWTH 17
54 4 oUrZhDkAMt 142
87 5 LivTpMYadI 301
40 4 InboPPhmdR 151
38 7 jDatwtQtrO 312
74 14 ulSknuxmat 491
90 1 VFKMYIBISV 350
95 11 ZumaSZuBgU 108
37 17 NYnqtHPZgZ 406
105 9 DHQrwrjfni 440
63 4 InboPPhmdR 229
10 4 InboPPhmdR 377
91 9 DHQrwrjfni 214
51 9 DHQrwrjfni 61
2 5 HYyXXlElsE 228
31 10 iNargZnahL 454
62 4 JhkiVoegNx 243
50 6 eOmTgtioyj 284
84 5 fjgjpgXWTH 338
41 10 iNargZnahL 407
67 6 eOmTgtioyj 14
51 11 SfJdJBzDbf 193
58 14 ulSknuxmat 415
80 13 tHGsCgUaqw 424
89 17 NYnqtHPZgZ 154
6 7 jDatwtQtrO 295
65 13 JQMbhClALj 146
55 12 PHGNXfiFTc 217
31 17 NYnqtHPZgZ 464
105 2 UfJntjfTTd 110
90 15 PFzGhSqSCo 328
92 1 ZCtCmtVxAp 271
55 15 gNGhbwUjnA 84
41 3 XKHVGLTMyj 441
103 12 dMqmbulrEu 165
30 16 BZDvgxGCuv 432
54 5 UITcMPkLas 272
80 18 BltoUQgyFD 395
99 13 tHGsCgUaqw 277
43 19 pmYqykPDHH 411
88 7 QKOAFpcMGR 467
34 17 NYnqtHPZgZ 494
27 9 AVvhdLAyaY 200
79 17 NYnqtHPZgZ 121
62 12 OCQnBDjigY 178
65 7 ewnqqbtGON 255
7 12 VWJlrcMEwS 284
106 21 LGxRFtnqwP 247
8 14 zDLUObgCzx 151
4 7 LzIJxoeXIT 330
104 5 fjgjpgXWTH 348
39 18 hphvtTvkzE 185
2 18 AWAAFucEWs 466
110 10 iNargZnahL 279
96 6 eOmTgtioyj 40
105 14 ulSknuxmat 169
83 20 weqvHWbOxl 390
62 18 AWAAFucEWs 73
30 15 gNGhbwUjnA 162
48 13 tHGsCgUaqw 283
16 11 FvosJTZrwT 354
38 21 YtrxaqYcfq 338
11 20 weqvHWbOxl 299
100 11 oggngaVcFE 41
3 13 tHGsCgUaqw 450
27 15 gNGhbwUjnA 65
1 3 yqxBEmaYwE 65
32 3 XKHVGLTMyj 247
35 16 BZDvgxGCuv 224
107 12 PHGNXfiFTc 360
89 8 PlEkEEaHGd 98
69 17 NYnqtHPZgZ 104
57 18 ZitFCtoRQk 303
47 13 czYrsGMrzy 103
2 15 EETPgXEPfm 437
11 6 eOmTgtioyj 393
8 7 WybYKnyKMY 194
75 14 ulSknuxmat 32
99 15 gNGhbwUjnA 37
28 8 HWibMNYGgu 363
32 10 ziMDWwOLkZ 194
80 9 DHQrwrjfni 374
53 17 NYnqtHPZgZ 405
42 16 BZDvgxGCuv 427
66 10 bDrXNNFsMw 448
17 18 AWAAFucEWs 414
10 12 PHGNXfiFTc 347
107 9 hflKCHaIGx 26
84 21 GFoNMldNDS 26
18 17 ScYNRiuVIx 490
100 1 ZCtCmtVxAp 258
108 4 InboPPhmdR 11
24 3 XKHVGLTMyj 228
8 11 FvosJTZrwT 152
73 7 jDatwtQtrO 462
68 6 iTzYmJeusH 26
24 12 CFNaRvVtfr 59
74 14 ulSknuxmat 411
107 13 khaZXlZQab 453
78 9 DHQrwrjfni 195
10 11 FvosJTZrwT 69
104 15 gNGhbwUjnA 122
2 17 hncekJEcoo 98
68 6 eOmTgtioyj 443
1 4 iTEoLaKdDr 141
97 1 ZCtCmtVxAp 28
2 15 gNGhbwUjnA 7
92 4 InboPPhmdR 474
42 10 iNargZnahL 215
77 8 PlEkEEaHGd 159
5 20 unqPWImNGp 368
87 20 weqvHWbOxl 413
67 1 ZCtCmtVxAp 359
46 15 gNGhbwUjnA 271
1 8 pxjcYNXNDv 132
63 12 NiDPGDvLMh 167
21 2 DZkRznuMBX 271
86 13 tHGsCgUaqw 317
33 12 PHGNXfiFTc 57
77 21 LGxRFtnqwP 111
70 4 InboPPhmdR 360
61 2 UfJntjfTTd 145
31 11 FvosJTZrwT 356
56 5 fjgjpgXWTH 77
92 7 jDatwtQtrO 452
73 12 PHGNXfiFTc 147
106 7 sNPJgVSkSS 407
8 4 InboPPhmdR 105
2 10 iNargZnahL 139
77 17 NYnqtHPZgZ 191
94 18 jlAztOTbUH 385
36 8 PlEkEEaHGd 172
18 7 jDatwtQtrO 216
85 18 AWAAFucEWs 182
76 2 UfJntjfTTd 133
50 13 tHGsCgUaqw 255
3 11 FvosJTZrwT 224
2 8 PlEkEEaHGd 37
68 11 FvosJTZrwT 404
36 2 iUImEvNMxb 438
91 1 ZCtCmtVxAp 476
98 11 FvosJTZrwT 154
70 19 TtxGzztuzV 289
61 16 KmPkoQQbxf 24
68 16 lYFlBQQmNG 180
47 3 vkgulveUjV 222
75 1 ZCtCmtVxAp 76
78 21 bbMcWEAywA 454
108 9 LMjlFyhseF 226
81 11 FvosJTZrwT 118
84 6 eOmTgtioyj 399
89 15 gNGhbwUjnA 481
61 2 KtOoOTyibo 97
27 11 FvosJTZrwT 289
88 5 koZheAmCjf 37
57 16 BZDvgxGCuv 300
38 21 MAltcoUMvo 69
17 20 weqvHWbOxl 162
38 8 KPxAowRdEF 423
81 18 AWAAFucEWs 425
49 17 NYnqtHPZgZ 397
89 18 AWAAFucEWs 334
79 2 UfJntjfTTd 187
49 5 fjgjpgXWTH 226
92 15 gNGhbwUjnA 218
13 1 ZCtCmtVxAp 300
85 6 eOmTgtioyj 436
5 6 MiBoXPWUMZ 487
2 7 jDatwtQtrO 440
31 4 InboPPhmdR 395
40 8 PlEkEEaHGd 93
102 13 tHGsCgUaqw 403
76 16 BZDvgxGCuv 207
38 19 pmYqykPDHH 263
42 13 KdlgKihLBH 350
77 17 NYnqtHPZgZ 219
87 11 FvosJTZrwT 325
107 2 uFZudqEGCz 231
36 4 InboPPhmdR 95
56 9 DHQrwrjfni 382
54 17 NYnqtHPZgZ 484
105 4 CEAmSOMLtu 331
73 19 cbJEbxxNLq 144
98 16 BZDvgxGCuv 495
20 8 djDpEAQsqr 40
64 14 ukpjFyTnDu 487
52 18 ZzzxnAghTn 338
2 1 ZCtCmtVxAp 356
13 18 AWAAFucEWs 392
10 17 qOjHgagSmV 444
26 17 syHRroriBW 234
